age,gender,education,marital_status,num_dependents,annual_income,credit_score,existing_debt,num_credit_cards,months_employed,loan_amount,loan_term_months,loan_purpose,interest_rate,property_ownership,loan_default
18,Female,Master,Divorced,4,58500.0,636.0,36500,1.0,14.0,21100,60,Education,7.44,Mortgage,1
42,Female,PhD,Married,3,101800.0,545.0,10500,3.0,34.0,30400,36,Car,6.71,Own,0
60,Male,Bachelor,Married,0,55000.0,572.0,16900,7.0,187.0,12000,48,Home,4.51,Own,0
57,Female,Bachelor,Married,3,55900.0,651.0,30000,2.0,3.0,28100,36,Education,12.42,Rent,1
59,Female,Master,Divorced,4,60500.0,488.0,11100,1.0,11.0,23800,48,Home,3.64,Own,0
42,Male,PhD,Married,2,125400.0,684.0,18800,,47.0,26100,60,Home,7.55,Rent,0
56,Female,Master,Married,3,58900.0,695.0,40000,4.0,17.0,10300,12,Education,5.84,Mortgage,0
52,Male,Bachelor,Single,4,32300.0,644.0,13500,3.0,94.0,11400,36,Personal,8.94,Rent,1
20,Male,Bachelor,Single,4,,583.0,10500,2.0,7.0,20800,60,Personal,7.16,Rent,1
67,Female,Master,Married,0,83100.0,630.0,56200,3.0,158.0,41000,36,Personal,8.75,Mortgage,0
54,Male,High School,Single,1,24600.0,819.0,17800,2.0,117.0,7700,60,Education,5.98,Mortgage,0
61,Male,Bachelor,Divorced,3,50600.0,608.0,6800,7.0,105.0,45200,24,Education,7.14,Mortgage,0
61,Male,Master,Single,3,67800.0,587.0,15600,0.0,9.0,16500,36,Personal,4.46,Mortgage,1
68,Female,Bachelor,Divorced,3,,465.0,7000,1.0,19.0,26000,60,Medical,5.48,Rent,1
47,Male,Bachelor,Married,4,46300.0,734.0,9000,2.0,78.0,37000,36,Home,7.11,Own,0
55,Female,Bachelor,Single,0,90400.0,551.0,39800,7.0,79.0,20700,36,Car,8.99,Rent,1
51,Male,High School,Divorced,4,37400.0,657.0,24700,3.0,59.0,22100,12,Personal,8.06,Mortgage,1
29,Female,Bachelor,Married,4,65400.0,819.0,50100,6.0,29.0,42400,12,Home,12.59,Own,1
36,Female,Master,Married,2,87900.0,680.0,63500,6.0,18.0,38200,36,Home,3.96,Mortgage,0
54,Male,High School,Single,0,47400.0,679.0,19900,0.0,158.0,33400,48,Car,7.72,Rent,0
61,Male,High School,Married,3,26600.0,969.0,14500,6.0,7.0,23200,60,Personal,3.0,Mortgage,1
66,Male,PhD,Single,1,97800.0,675.0,25600,3.0,2.0,24100,48,Home,8.0,Mortgage,0
34,Female,High School,Married,3,38300.0,656.0,14600,4.0,0.0,12100,48,Medical,6.49,Mortgage,1
27,Male,Bachelor,Married,4,30300.0,,21500,4.0,72.0,21600,48,Home,6.95,Mortgage,0
66,Male,PhD,Married,0,100400.0,457.0,12100,1.0,3.0,25800,48,Education,6.45,Mortgage,0
64,Male,Master,Married,0,78600.0,680.0,37200,5.0,37.0,24600,48,Education,9.8,Rent,0
29,Male,Bachelor,Married,0,,685.0,38600,1.0,22.0,28600,36,Home,9.34,Mortgage,1
33,Male,Master,Single,2,32900.0,850.0,6100,6.0,8.0,38300,36,Personal,4.88,Own,1
41,Female,High School,Married,3,,650.0,35000,0.0,65.0,6900,24,Personal,7.82,Mortgage,0
36,Female,Master,Single,2,74100.0,,8100,6.0,3.0,17400,48,Car,3.94,Rent,0
25,Male,Bachelor,Married,1,51300.0,682.0,37000,4.0,18.0,38700,12,Home,3.38,Rent,0
48,Female,Master,Married,4,68300.0,684.0,23700,7.0,40.0,54600,24,Car,9.7,Mortgage,1
38,Male,Bachelor,Divorced,2,51300.0,551.0,9900,2.0,25.0,12100,36,Personal,5.09,Rent,0
34,Female,Bachelor,Married,2,49800.0,715.0,10500,4.0,14.0,17500,60,Home,6.66,Rent,1
40,Female,Bachelor,Married,4,25600.0,577.0,15100,5.0,125.0,9300,48,Car,9.16,Own,1
54,Female,Bachelor,Married,0,65000.0,683.0,46100,1.0,128.0,1000,36,Education,8.45,Mortgage,0
33,Female,Master,Married,4,91700.0,581.0,50300,3.0,26.0,28300,48,Home,12.71,Rent,0
23,Male,Bachelor,Single,3,45500.0,632.0,34100,6.0,24.0,32100,60,Car,4.73,Own,1
25,Female,Bachelor,Married,4,55800.0,612.0,38500,0.0,18.0,21400,36,Education,12.16,Rent,1
42,Female,Bachelor,Married,0,39300.0,630.0,4200,5.0,93.0,21500,36,Car,10.24,Rent,0
35,Male,Bachelor,Divorced,4,45800.0,643.0,26000,4.0,40.0,23700,36,Personal,10.78,Rent,0
42,Female,Master,Married,2,75200.0,680.0,23600,2.0,5.0,18200,36,Personal,7.33,Own,0
29,Male,Master,Married,1,95100.0,642.0,39800,5.0,92.0,24500,60,Car,5.64,Rent,0
32,Female,Bachelor,Single,2,27300.0,720.0,4500,7.0,37.0,41600,48,Education,8.79,Mortgage,0
43,Male,PhD,Divorced,1,54600.0,607.0,16200,7.0,26.0,15100,48,Medical,5.63,Mortgage,0
58,Male,Master,Married,4,58300.0,684.0,31600,2.0,20.0,21600,36,Medical,5.53,Mortgage,0
62,Female,Bachelor,Single,3,51500.0,583.0,13000,2.0,5.0,23500,60,Home,8.95,Mortgage,1
43,Female,Bachelor,Single,4,51000.0,793.0,28200,0.0,151.0,18200,24,Home,11.66,Own,0
64,Male,PhD,Married,0,147700.0,685.0,100000,7.0,65.0,25800,24,Personal,3.69,Rent,0
49,Male,Bachelor,Single,4,51700.0,594.0,5300,2.0,7.0,1000,24,Home,12.42,Mortgage,0
27,Female,Master,Single,1,88700.0,789.0,57700,2.0,34.0,31900,48,Education,4.78,Own,1
33,Male,Bachelor,Single,2,43000.0,691.0,23600,7.0,39.0,13300,48,Medical,7.58,Own,0
24,Male,Bachelor,Single,3,50900.0,595.0,6800,4.0,9.0,14900,36,Home,7.63,Rent,0
34,Female,High School,Married,4,42100.0,640.0,27500,0.0,27.0,23000,48,Personal,7.05,Rent,1
40,Female,Bachelor,Married,4,78200.0,559.0,20100,7.0,50.0,8300,36,Personal,7.79,Own,0
43,Male,PhD,Single,2,84500.0,559.0,24200,7.0,16.0,41000,12,Car,8.9,Rent,0
38,Female,Bachelor,Single,3,64900.0,747.0,10700,3.0,19.0,15100,24,Personal,12.32,Mortgage,0
39,Female,Bachelor,Single,4,68600.0,578.0,32500,7.0,,56600,36,Home,7.89,Own,0
24,Female,PhD,Married,4,109700.0,543.0,49200,3.0,26.0,32600,48,Personal,5.76,Rent,1
31,Female,Bachelor,Single,1,47200.0,701.0,16200,2.0,42.0,18200,48,Medical,5.29,Rent,0
32,Male,Bachelor,Married,1,38400.0,783.0,8400,5.0,6.0,21300,24,Education,9.46,Mortgage,0
24,Male,Master,Married,0,103900.0,743.0,71300,7.0,46.0,26800,12,Home,10.95,Mortgage,0
26,Male,Master,Single,2,49700.0,833.0,35500,1.0,24.0,45400,60,Car,6.55,Own,1
68,Female,High School,Single,3,37400.0,844.0,17900,0.0,54.0,36400,12,Personal,11.25,Own,0
65,Male,Bachelor,Single,4,55400.0,578.0,15000,6.0,18.0,35500,36,Education,15.01,Rent,1
25,Female,Bachelor,Married,4,58500.0,625.0,9800,1.0,40.0,21300,12,Education,12.46,Own,1
67,Male,Bachelor,Divorced,0,32400.0,524.0,22900,0.0,46.0,18200,36,Personal,6.33,Rent,1
40,Male,Bachelor,Single,4,47300.0,557.0,7900,0.0,56.0,32600,36,Education,11.59,Rent,1
46,Female,Bachelor,Divorced,2,47500.0,736.0,5200,4.0,68.0,41000,24,Car,11.27,Own,0
35,Male,High School,Single,0,33800.0,672.0,14500,7.0,7.0,23300,36,Personal,8.69,Rent,0
48,Male,Bachelor,Married,2,40500.0,767.0,24800,2.0,161.0,16800,36,Personal,11.19,Rent,0
47,Female,High School,Married,0,21400.0,581.0,9000,4.0,89.0,12600,24,Car,10.78,Own,1
69,Male,Bachelor,Married,4,64900.0,606.0,8800,7.0,40.0,4900,48,Education,12.24,Mortgage,0
56,Female,Master,Married,0,75100.0,697.0,43800,5.0,106.0,19600,48,Personal,10.24,Mortgage,0
52,Female,Master,Married,1,,735.0,35700,6.0,,21900,24,Home,10.76,Own,0
35,Male,Bachelor,Married,3,29900.0,519.0,17300,1.0,2.0,24800,24,Home,5.44,Own,1
59,Female,High School,Married,4,27900.0,,6900,1.0,62.0,31500,12,Education,8.49,Mortgage,0
56,Male,High School,Married,3,40400.0,682.0,26500,3.0,138.0,19400,36,Car,6.25,Mortgage,1
34,Male,Bachelor,Single,4,63300.0,713.0,27600,5.0,8.0,46500,48,Education,12.09,Mortgage,0
31,Male,High School,Single,3,37800.0,728.0,18000,6.0,50.0,11300,24,Personal,4.43,Rent,0
48,Male,Bachelor,Married,1,36800.0,644.0,17700,5.0,81.0,33200,36,Home,3.0,Rent,0
41,Female,High School,Married,3,61900.0,551.0,18600,7.0,113.0,10400,24,Personal,4.25,Mortgage,0
52,Male,Master,Married,0,97000.0,496.0,26700,4.0,16.0,14800,36,Car,7.82,Rent,0
61,Female,Bachelor,Married,3,42500.0,635.0,4400,7.0,7.0,28400,12,Car,3.0,Mortgage,0
62,Female,High School,Divorced,4,27800.0,627.0,10500,4.0,14.0,37500,60,Car,3.0,Mortgage,1
51,Female,Master,Married,2,47600.0,586.0,20900,5.0,41.0,21600,48,Personal,10.49,Mortgage,1
20,Male,Bachelor,Married,3,58500.0,721.0,36300,4.0,120.0,26000,36,Home,4.32,Mortgage,0
54,Male,High School,Married,3,45200.0,558.0,6600,3.0,42.0,40200,60,Home,11.51,Rent,1
60,Female,Bachelor,Married,3,36700.0,,27400,7.0,121.0,10300,24,Personal,4.53,Own,0
57,Male,Bachelor,Single,4,41400.0,743.0,11800,6.0,71.0,34200,12,Personal,3.0,Own,0
43,Male,Master,Married,3,69200.0,588.0,24700,6.0,44.0,16700,60,Car,5.41,Mortgage,0
40,Male,High School,Married,4,27100.0,676.0,3600,4.0,1.0,27900,36,Home,4.64,Own,1
61,Male,Bachelor,Divorced,4,40100.0,649.0,22300,4.0,19.0,31500,60,Medical,4.62,Own,1
56,Female,Bachelor,Single,2,52600.0,669.0,31400,6.0,3.0,10900,36,Medical,8.17,Mortgage,1
32,Male,High School,Single,0,18800.0,721.0,14100,5.0,19.0,16000,60,Personal,9.01,Rent,1
66,Male,Master,Divorced,4,102800.0,,34500,6.0,3.0,33000,48,Car,12.65,Mortgage,0
21,Male,Master,Married,1,36700.0,539.0,10300,5.0,,21900,24,Home,7.41,Rent,1
46,Female,Bachelor,Married,3,81400.0,553.0,49500,4.0,25.0,16400,60,Medical,9.36,Rent,1
39,Female,Bachelor,Married,1,56400.0,674.0,33500,4.0,35.0,27300,24,Education,4.51,Own,0
42,Male,High School,Married,3,40500.0,576.0,30600,7.0,12.0,12000,48,Personal,5.78,Rent,1
30,Female,Master,Married,2,71800.0,726.0,17500,7.0,63.0,10800,36,Personal,12.4,Own,0
35,Female,High School,Single,4,34400.0,675.0,20400,5.0,43.0,1000,48,Education,12.71,Rent,0
50,Female,High School,Married,0,40600.0,513.0,6000,1.0,56.0,29300,48,Home,13.26,Rent,0
33,Female,Bachelor,Divorced,4,54400.0,801.0,23700,2.0,63.0,25400,48,Education,8.12,Own,1
62,Male,Bachelor,Single,3,42600.0,621.0,7800,1.0,62.0,31500,48,Car,4.53,Rent,0
59,Male,Bachelor,Divorced,0,67800.0,633.0,37800,4.0,132.0,39700,48,Education,6.16,Mortgage,0
61,Male,High School,Divorced,4,34400.0,684.0,17900,0.0,13.0,22100,36,Personal,7.52,Mortgage,0
19,Male,Bachelor,Married,0,67500.0,643.0,9100,0.0,15.0,24200,60,Education,6.8,Rent,0
52,Female,Bachelor,Married,3,34000.0,727.0,11000,3.0,5.0,29100,48,Home,8.84,Own,1
59,Male,High School,Married,2,50900.0,569.0,19200,1.0,43.0,18200,48,Car,10.75,Mortgage,0
51,Male,Master,Single,2,71400.0,742.0,19500,5.0,24.0,7500,60,Home,5.41,Mortgage,0
47,Female,High School,Married,4,22000.0,704.0,2800,7.0,33.0,11200,24,Home,14.25,Mortgage,1
30,Female,Bachelor,Divorced,1,61500.0,,19900,3.0,9.0,24500,36,Personal,8.72,Rent,1
30,Male,Bachelor,Married,3,44500.0,670.0,29100,3.0,50.0,37000,48,Medical,12.57,Rent,1
35,Male,Bachelor,Married,4,45900.0,747.0,16200,0.0,46.0,43800,12,Education,9.77,Mortgage,0
49,Male,Bachelor,Single,4,53600.0,692.0,17500,1.0,15.0,21600,36,Car,14.97,Rent,1
49,Female,Master,Single,2,53000.0,662.0,40200,2.0,30.0,27000,60,Car,5.01,Own,1
52,Male,High School,Married,0,39700.0,,5100,6.0,108.0,47400,12,Home,6.96,Rent,1
56,Male,Master,Single,3,57400.0,707.0,36600,5.0,71.0,31200,60,Car,6.97,Own,0
63,Male,Bachelor,Married,0,71600.0,610.0,31400,1.0,12.0,26600,60,Personal,9.05,Mortgage,0
69,Male,Bachelor,Married,3,44400.0,663.0,33800,7.0,101.0,27500,36,Personal,8.88,Rent,1
46,Female,Bachelor,Married,1,41600.0,718.0,15600,3.0,3.0,32000,48,Personal,9.67,Own,1
66,Male,Bachelor,Single,2,50200.0,661.0,29900,4.0,26.0,10400,24,Medical,8.92,Mortgage,0
46,Male,Master,Married,1,81800.0,,12200,3.0,4.0,34100,48,Education,10.17,Rent,0
61,Female,Master,Married,4,92900.0,672.0,69700,1.0,124.0,30300,36,Car,7.05,Own,0
33,Female,Master,Single,2,89600.0,619.0,30600,0.0,2.0,38100,60,Home,9.9,Own,1
61,Male,PhD,Single,4,113600.0,697.0,53000,6.0,,30900,24,Medical,16.95,Mortgage,1
64,Female,Master,Single,1,61800.0,764.0,12200,1.0,118.0,37300,48,Education,8.51,Rent,0
27,Female,Bachelor,Divorced,3,34200.0,704.0,26100,2.0,42.0,13900,48,Personal,4.17,Mortgage,0
47,Female,Bachelor,Single,4,55200.0,,31500,5.0,76.0,17800,24,Car,6.62,Own,0
42,Male,Bachelor,Married,0,65100.0,,9000,5.0,1.0,26800,48,Personal,7.12,Own,0
56,Female,High School,Divorced,3,40700.0,444.0,8500,4.0,26.0,16000,60,Car,5.84,Mortgage,0
37,Male,Master,Married,3,83400.0,642.0,31700,4.0,200.0,35300,36,Car,8.87,Rent,1
22,Male,Bachelor,Single,1,38100.0,725.0,9600,3.0,42.0,8000,48,Personal,10.9,Rent,0
18,Male,High School,Divorced,1,29900.0,682.0,9400,1.0,91.0,23100,36,Car,4.6,Mortgage,0
47,Male,High School,Single,2,37900.0,659.0,30300,5.0,159.0,18200,36,Personal,3.42,Own,1
66,Female,Bachelor,Married,2,45400.0,820.0,25500,0.0,55.0,16100,12,Home,15.92,Mortgage,0
20,Male,Bachelor,Divorced,0,69100.0,514.0,51500,2.0,19.0,8500,36,Medical,5.69,Mortgage,1
62,Male,Bachelor,Married,3,78800.0,532.0,31900,3.0,18.0,25500,36,Home,12.74,Own,0
31,Female,Bachelor,Married,0,22900.0,689.0,13700,1.0,,24000,48,Home,10.78,Rent,1
47,Male,Bachelor,Single,0,,722.0,25700,0.0,27.0,47900,24,Personal,6.69,Mortgage,0
67,Male,Bachelor,Married,1,,725.0,18000,1.0,119.0,54900,24,Car,6.14,Rent,0
21,Male,High School,Married,0,45300.0,604.0,21000,0.0,31.0,12200,48,Home,6.69,Rent,0
35,Male,High School,Single,0,44300.0,582.0,17700,7.0,116.0,2200,24,Personal,7.17,Rent,0
54,Male,Bachelor,Divorced,4,35700.0,571.0,28100,6.0,82.0,10600,36,Personal,10.36,Mortgage,1
42,Female,Bachelor,Divorced,2,41900.0,676.0,18700,1.0,199.0,24300,24,Home,4.32,Mortgage,0
65,Male,High School,Divorced,2,29800.0,571.0,19900,1.0,142.0,38500,36,Car,12.35,Mortgage,1
18,Male,Bachelor,Married,3,41000.0,739.0,23200,7.0,59.0,19200,60,Personal,6.58,Mortgage,0
63,Female,High School,Married,2,45900.0,648.0,20000,6.0,98.0,31900,60,Personal,4.11,Own,0
32,Female,Bachelor,Divorced,3,64500.0,594.0,27900,5.0,66.0,15400,24,Personal,9.06,Mortgage,1
26,Male,Bachelor,Divorced,4,82700.0,594.0,28100,3.0,58.0,19200,36,Car,15.71,Own,0
32,Female,Bachelor,Married,2,63400.0,527.0,11100,1.0,60.0,27000,60,Education,5.98,Mortgage,0
66,Male,Master,Single,4,44400.0,586.0,28100,1.0,61.0,24900,60,Home,8.89,Own,1
41,Male,Bachelor,Single,2,49300.0,606.0,36600,3.0,23.0,24600,24,Car,8.92,Rent,1
21,Male,PhD,Married,2,106200.0,,26800,3.0,26.0,12000,48,Home,14.16,Mortgage,0
29,Male,Bachelor,Married,4,47100.0,642.0,35200,4.0,17.0,39700,24,Home,5.68,Mortgage,0
54,Female,Bachelor,Married,0,51100.0,581.0,13400,4.0,8.0,39600,36,Education,11.31,Mortgage,0
54,Male,Bachelor,Single,0,34600.0,552.0,16300,5.0,29.0,39800,12,Home,4.23,Own,1
60,Female,Bachelor,Single,0,64200.0,631.0,21900,3.0,110.0,16900,60,Personal,9.17,Own,0
23,Male,Bachelor,Married,0,74800.0,486.0,13500,6.0,51.0,26400,48,Personal,10.71,Mortgage,0
56,Female,Bachelor,Married,2,53800.0,625.0,7400,2.0,3.0,18700,24,Home,11.51,Own,0
63,Female,High School,Single,1,18500.0,739.0,6600,,80.0,13300,48,Personal,4.4,Mortgage,0
41,Female,High School,Married,4,34700.0,634.0,4600,0.0,131.0,28400,24,Personal,3.0,Mortgage,0
28,Male,Bachelor,Married,1,36500.0,663.0,6300,,85.0,1000,12,Education,7.91,Mortgage,0
30,Female,Bachelor,Married,1,25900.0,653.0,5200,3.0,62.0,35200,36,Car,6.79,Rent,1
51,Male,Bachelor,Married,3,44500.0,539.0,4500,4.0,8.0,11000,36,Car,4.24,Rent,0
42,Female,High School,Single,0,28700.0,791.0,5900,7.0,21.0,21200,12,Home,4.58,Rent,0
24,Female,Master,Married,2,37900.0,617.0,19100,1.0,40.0,1000,36,Education,7.07,Rent,0
69,Female,Master,Divorced,0,54300.0,650.0,36600,3.0,4.0,46700,36,Home,13.63,Own,1
21,Male,PhD,Single,0,87900.0,598.0,20700,3.0,5.0,32900,36,Education,4.8,Mortgage,0
25,Male,Bachelor,Married,1,54700.0,,8600,4.0,131.0,26000,24,Car,11.17,Own,0
37,Male,Master,Married,3,68700.0,533.0,42000,4.0,58.0,16700,12,Education,4.09,Rent,0
46,Male,Master,Divorced,0,97700.0,754.0,10300,2.0,,12200,36,Car,6.24,Rent,0
68,Female,Bachelor,Married,4,,626.0,22800,5.0,19.0,22600,36,Car,3.9,Rent,0
62,Female,Bachelor,Single,4,69100.0,607.0,13300,4.0,23.0,28600,36,Car,15.02,Own,0
63,Female,PhD,Married,0,114300.0,600.0,29700,4.0,4.0,22200,60,Education,11.37,Mortgage,0
27,Male,Bachelor,Single,1,62900.0,795.0,11600,4.0,65.0,31400,24,Personal,10.6,Rent,0
60,Female,Bachelor,Divorced,1,,522.0,17900,7.0,9.0,47300,48,Medical,10.45,Mortgage,1
51,Female,High School,Married,2,30000.0,607.0,19800,,78.0,12100,12,Car,6.08,Own,0
43,Female,High School,Married,3,24400.0,547.0,4700,1.0,90.0,27800,24,Personal,8.61,Own,1
58,Female,Master,Married,1,85100.0,505.0,67700,3.0,49.0,45900,36,Personal,5.36,Own,0
66,Male,Bachelor,Married,2,44500.0,754.0,14600,3.0,,21300,48,Home,16.58,Own,0
20,Female,Bachelor,Single,4,20500.0,,15300,4.0,9.0,23300,60,Home,5.13,Own,1
23,Male,High School,Married,4,15000.0,557.0,3500,6.0,41.0,30500,48,Home,5.92,Mortgage,1
22,Male,Bachelor,Married,4,61800.0,716.0,14300,6.0,54.0,33100,12,Car,13.31,Own,0
22,Male,Bachelor,Married,0,49200.0,618.0,24400,5.0,52.0,37600,48,Car,8.19,Own,0
64,Female,High School,Married,3,52600.0,,7100,2.0,6.0,26300,48,Education,10.31,Own,0
40,Female,Master,Married,2,66500.0,696.0,43900,4.0,20.0,15500,36,Personal,8.26,Mortgage,0
66,Female,High School,Single,3,53700.0,616.0,21900,7.0,19.0,31700,60,Home,6.43,Rent,0
26,Female,Bachelor,Married,0,37200.0,573.0,21900,5.0,41.0,13400,12,Car,6.43,Rent,0
52,Male,Bachelor,Single,2,76500.0,706.0,17000,5.0,70.0,29000,48,Car,11.09,Mortgage,0
37,Male,Bachelor,Married,2,87300.0,639.0,48000,7.0,41.0,25900,36,Personal,9.18,Rent,1
66,Male,Master,Single,1,87400.0,710.0,45100,2.0,67.0,25600,48,Home,12.11,Own,0
59,Male,Master,Single,3,104700.0,618.0,65900,5.0,5.0,24000,48,Home,12.07,Mortgage,0
52,Male,Master,Single,3,81400.0,732.0,25100,7.0,101.0,37000,36,Home,10.23,Rent,0
67,Male,High School,Married,1,38100.0,651.0,28700,3.0,37.0,32400,60,Education,11.64,Rent,1
35,Male,High School,Married,4,35700.0,735.0,27600,2.0,2.0,33300,24,Car,10.11,Mortgage,1
34,Female,Bachelor,Single,0,50200.0,732.0,35500,2.0,49.0,19400,24,Personal,9.64,Own,0
41,Male,Bachelor,Single,3,34900.0,,17500,0.0,35.0,5300,60,Car,7.53,Own,0
20,Female,Master,Divorced,1,50600.0,655.0,19900,2.0,12.0,20200,24,Home,3.42,Mortgage,0
49,Female,Master,Single,2,63800.0,681.0,9000,2.0,69.0,30200,36,Car,6.6,Rent,0
52,Male,Master,Divorced,1,81900.0,632.0,62500,7.0,130.0,25400,48,Personal,12.84,Rent,0
55,Male,PhD,Single,4,76000.0,578.0,58200,1.0,19.0,19800,48,Car,9.37,Mortgage,0
30,Male,Master,Married,0,57500.0,810.0,6500,3.0,33.0,27700,60,Personal,7.29,Own,0
64,Male,Bachelor,Single,4,41100.0,590.0,14400,4.0,7.0,21800,48,Car,12.11,Own,1
42,Female,Bachelor,Divorced,2,22100.0,722.0,15800,7.0,128.0,25600,48,Car,7.16,Own,1
26,Male,Bachelor,Married,2,53900.0,708.0,8400,,18.0,1100,60,Personal,10.62,Mortgage,0
21,Male,High School,Married,2,22900.0,664.0,5400,2.0,10.0,34200,36,Home,12.49,Rent,1
31,Male,High School,Single,2,27300.0,638.0,21400,1.0,31.0,32400,36,Home,10.32,Mortgage,1
54,Female,Bachelor,Married,1,,638.0,40900,1.0,2.0,50300,48,Home,11.69,Own,1
51,Female,Master,Married,2,96700.0,597.0,71400,7.0,14.0,16500,24,Home,9.92,Rent,1
28,Female,High School,Single,2,21800.0,658.0,4300,5.0,3.0,19000,12,Car,3.0,Rent,0
58,Male,Master,Single,1,71800.0,555.0,17800,4.0,7.0,27100,48,Car,12.43,Own,1
20,Female,Master,Married,2,86400.0,710.0,45300,4.0,6.0,24600,60,Car,10.91,Mortgage,0
45,Female,Bachelor,Single,4,82300.0,632.0,37100,6.0,99.0,44000,36,Education,7.59,Rent,0
46,Female,High School,Married,4,37900.0,573.0,11700,3.0,128.0,20100,24,Education,6.74,Rent,0
26,Female,High School,Married,3,29200.0,548.0,21000,6.0,31.0,23200,36,Home,8.87,Own,1
20,Male,Master,Divorced,4,56900.0,639.0,41600,5.0,48.0,18300,36,Medical,4.9,Mortgage,0
42,Female,Master,Divorced,0,57400.0,642.0,17500,2.0,57.0,43300,36,Car,11.33,Own,0
51,Female,Master,Divorced,0,75500.0,609.0,15800,1.0,,30800,36,Personal,8.05,Mortgage,0
29,Male,Bachelor,Single,0,71900.0,690.0,14700,0.0,22.0,43900,24,Education,5.8,Mortgage,0
59,Male,High School,Divorced,1,37300.0,678.0,16400,3.0,54.0,60000,36,Education,10.49,Own,0
26,Female,High School,Single,4,34000.0,655.0,6600,7.0,23.0,15800,60,Medical,9.92,Own,0
32,Male,Master,Married,0,62000.0,576.0,26700,2.0,42.0,37900,48,Car,10.95,Mortgage,0
57,Female,High School,Married,3,42600.0,591.0,18000,5.0,35.0,21900,12,Car,4.65,Own,0
42,Female,Bachelor,Single,1,41300.0,538.0,29700,4.0,36.0,16700,36,Education,10.71,Mortgage,0
22,Female,Bachelor,Divorced,3,56700.0,635.0,17400,5.0,85.0,7400,12,Car,13.86,Rent,0
28,Male,High School,Single,4,40700.0,695.0,20000,2.0,58.0,50500,60,Car,8.37,Rent,1
51,Female,High School,Married,2,47100.0,553.0,29200,5.0,155.0,37000,24,Car,8.18,Own,0
41,Male,Bachelor,Married,3,58400.0,605.0,30200,4.0,75.0,22300,60,Car,4.33,Own,0
32,Male,Bachelor,Married,2,49600.0,646.0,38100,2.0,8.0,32500,48,Medical,8.75,Own,0
55,Male,High School,Single,1,19800.0,695.0,10300,0.0,64.0,3300,36,Home,5.43,Own,0
25,Female,Master,Married,3,100700.0,532.0,73600,6.0,53.0,23900,36,Home,12.0,Own,1
22,Male,Master,Married,3,77800.0,828.0,21100,3.0,50.0,15900,60,Personal,15.78,Rent,0
65,Female,Bachelor,Single,1,43100.0,710.0,21200,5.0,31.0,42300,24,Home,15.86,Rent,1
43,Female,Master,Married,1,52000.0,602.0,25000,4.0,3.0,43200,24,Car,5.93,Own,1
35,Female,Bachelor,Single,0,68700.0,564.0,54500,0.0,145.0,35700,24,Personal,6.29,Own,0
23,Female,Bachelor,Married,4,46100.0,673.0,11200,1.0,92.0,36400,36,Home,10.32,Rent,0
54,Male,Master,Divorced,3,71700.0,688.0,14200,0.0,32.0,17200,36,Personal,7.81,Mortgage,0
65,Female,Master,Married,3,43500.0,571.0,23000,0.0,8.0,33600,60,Home,8.54,Rent,1
30,Male,Master,Married,1,40300.0,561.0,10300,0.0,84.0,8400,24,Home,15.86,Mortgage,0
45,Female,High School,Married,1,30500.0,579.0,16700,7.0,27.0,6800,48,Home,5.25,Own,0
22,Male,High School,Married,4,44300.0,655.0,34600,4.0,24.0,23700,12,Education,9.3,Own,0
30,Male,Master,Single,1,66200.0,656.0,50500,7.0,53.0,31400,36,Personal,9.64,Own,0
34,Female,Bachelor,Single,2,45900.0,823.0,12000,1.0,68.0,32200,24,Personal,11.65,Own,0
67,Male,Bachelor,Married,2,,477.0,8300,3.0,3.0,9900,60,Medical,5.91,Mortgage,1
57,Male,Master,Married,2,75600.0,596.0,37200,0.0,70.0,6400,12,Home,12.95,Rent,1
62,Female,Master,Married,2,53100.0,608.0,27100,4.0,64.0,19600,48,Personal,9.29,Rent,1
49,Female,Master,Single,4,104500.0,689.0,58900,4.0,43.0,14500,24,Personal,6.01,Own,0
46,Female,Bachelor,Married,3,46600.0,692.0,28800,3.0,20.0,32300,48,Car,7.96,Mortgage,1
68,Male,Master,Single,2,70900.0,634.0,36900,6.0,9.0,12800,36,Personal,11.51,Mortgage,0
20,Female,High School,Divorced,1,29400.0,771.0,5200,2.0,5.0,48300,24,Personal,14.75,Rent,1
57,Male,High School,Married,2,48500.0,561.0,31700,1.0,0.0,29300,48,Medical,7.45,Mortgage,1
51,Female,Bachelor,Single,4,62200.0,594.0,9700,1.0,11.0,23200,24,Home,14.85,Mortgage,1
57,Female,High School,Single,1,26300.0,545.0,3000,5.0,25.0,11200,36,Personal,12.23,Own,1
44,Female,Bachelor,Divorced,2,31100.0,638.0,19900,0.0,13.0,9100,24,Home,6.97,Own,0
30,Male,Bachelor,Single,3,68500.0,623.0,33100,2.0,18.0,21100,48,Medical,10.31,Own,0
62,Male,Bachelor,Married,1,85800.0,713.0,50500,6.0,,18100,36,Home,11.12,Rent,1
50,Male,High School,Single,1,46300.0,798.0,17000,1.0,18.0,4200,24,Personal,7.78,Own,0
23,Male,Bachelor,Divorced,3,47700.0,769.0,5100,6.0,62.0,41500,48,Car,6.57,Mortgage,0
41,Male,Bachelor,Divorced,1,37600.0,552.0,12500,5.0,32.0,11700,24,Education,8.1,Rent,0
36,Female,Bachelor,Married,2,,654.0,29400,0.0,1.0,29200,36,Home,7.34,Mortgage,0
