age,gender,education,department,job_level,years_at_company,years_in_role,num_companies_worked,monthly_income,overtime,work_life_balance,job_satisfaction,relationship_satisfaction,environment_satisfaction,training_last_year,performance_rating,distance_from_home,business_travel,attrition
38,Male,Bachelor,Engineering,Junior,10.1,7.9,3,5300.0,No,2.0,3,3,3.0,0.0,3,2,Non-Travel,1
29,Male,Master,Operations,Mid,8.5,4.9,7,6500.0,No,1.0,3,3,3.0,5.0,3,3,Travel_Frequently,0
42,Male,Bachelor,Marketing,Mid,2.4,2.2,2,6200.0,No,4.0,4,3,3.0,4.0,4,11,Travel_Rarely,1
39,Female,Master,HR,Mid,2.1,2.1,5,8400.0,No,3.0,4,4,3.0,1.0,2,10,Travel_Rarely,0
51,Male,Bachelor,HR,Senior,3.2,2.1,7,7300.0,No,3.0,1,4,4.0,3.0,4,3,Non-Travel,0
39,Male,High School,Engineering,Lead,1.1,0.6,7,8500.0,No,2.0,3,4,4.0,4.0,3,9,Travel_Rarely,0
52,Male,Bachelor,HR,Senior,0.2,0.1,4,8100.0,Yes,1.0,2,4,3.0,5.0,3,8,Travel_Rarely,0
59,Female,High School,Finance,Manager,11.2,10.0,4,9900.0,No,3.0,4,3,4.0,3.0,3,16,Travel_Frequently,0
53,Male,Bachelor,Engineering,Junior,0.8,0.6,1,5900.0,No,4.0,4,4,3.0,3.0,3,29,Travel_Frequently,0
32,Male,Master,Finance,Lead,0.9,0.3,1,8400.0,Yes,3.0,4,3,3.0,6.0,3,29,Travel_Rarely,0
46,Male,Bachelor,Operations,Senior,2.6,1.8,4,94796.0,No,3.0,3,4,3.0,4.0,3,22,Travel_Frequently,1
54,Male,High School,Sales,Mid,2.7,0.8,4,7400.0,Yes,3.0,2,4,2.0,6.0,3,21,Non-Travel,1
59,Male,Bachelor,Engineering,Senior,0.1,0.1,6,7300.0,No,4.0,1,2,3.0,3.0,3,26,Non-Travel,0
29,Male,Bachelor,Engineering,Junior,0.6,0.3,7,5500.0,No,3.0,2,3,3.0,6.0,3,2,Travel_Rarely,0
32,Female,Master,Finance,Senior,1.9,1.2,1,7200.0,Yes,4.0,3,4,3.0,2.0,3,25,Non-Travel,0
43,Male,Bachelor,Engineering,Mid,4.6,4.0,1,7400.0,Yes,1.0,4,1,,6.0,3,10,Non-Travel,0
45,Female,Bachelor,Finance,Mid,1.0,0.3,2,6100.0,No,3.0,3,3,2.0,4.0,2,24,Travel_Frequently,0
38,Female,High School,Operations,Senior,2.2,0.9,4,7000.0,Yes,3.0,3,4,3.0,1.0,3,14,Travel_Rarely,0
33,Male,High School,Engineering,Senior,3.3,1.9,7,6000.0,Yes,3.0,4,1,4.0,2.0,3,5,Non-Travel,0
53,Male,Bachelor,Operations,Junior,8.8,4.1,4,4400.0,Yes,3.0,4,4,2.0,1.0,2,22,Travel_Rarely,0
36,Male,High School,Operations,Junior,1.6,0.9,5,3500.0,Yes,1.0,3,4,3.0,0.0,3,25,Travel_Frequently,1
37,Female,Master,Sales,Mid,0.6,0.6,2,5500.0,Yes,2.0,1,3,4.0,1.0,2,1,Travel_Frequently,1
43,Male,Bachelor,Engineering,Mid,2.7,2.4,3,6600.0,No,4.0,2,4,3.0,4.0,3,13,Travel_Rarely,0
49,Male,Master,Operations,Lead,5.5,5.1,3,9900.0,No,2.0,3,2,4.0,1.0,3,4,Travel_Rarely,0
41,Male,Master,Operations,Manager,0.5,0.5,3,12000.0,Yes,4.0,4,4,4.0,0.0,4,21,Travel_Rarely,0
54,Female,High School,Sales,Mid,2.2,1.2,7,5900.0,Yes,3.0,3,3,2.0,3.0,3,9,Travel_Rarely,1
31,Female,Bachelor,Sales,Senior,0.1,0.1,6,5100.0,No,3.0,3,4,1.0,4.0,3,16,Travel_Rarely,1
53,Male,Master,Sales,Mid,0.1,0.0,1,8900.0,Yes,4.0,4,2,,5.0,3,28,Travel_Rarely,1
54,Female,Bachelor,Operations,Senior,2.6,2.3,7,8800.0,No,3.0,4,3,3.0,2.0,4,21,Travel_Rarely,0
23,Male,Bachelor,Sales,Junior,1.4,1.1,3,4900.0,Yes,3.0,4,4,4.0,2.0,4,21,Travel_Frequently,0
54,Male,Bachelor,HR,Mid,7.5,3.5,5,7800.0,Yes,1.0,4,2,2.0,1.0,3,28,Travel_Rarely,1
54,Female,High School,Marketing,Senior,3.7,2.1,7,7400.0,Yes,4.0,2,4,4.0,2.0,3,28,Non-Travel,0
34,Male,PhD,Sales,Junior,2.4,1.6,7,7400.0,Yes,3.0,1,4,2.0,6.0,3,19,Travel_Rarely,1
51,Male,PhD,Finance,Senior,2.1,1.4,1,9300.0,No,3.0,3,3,4.0,0.0,3,24,Non-Travel,0
54,Male,Master,Engineering,Lead,2.8,2.6,1,9300.0,Yes,,3,4,2.0,5.0,3,14,Travel_Rarely,0
34,Female,Bachelor,Operations,Mid,0.2,0.1,3,4600.0,No,2.0,3,3,3.0,,3,23,Non-Travel,0
47,Female,Bachelor,Engineering,Mid,8.9,8.3,1,5900.0,No,4.0,2,3,1.0,2.0,3,24,Travel_Rarely,0
43,Female,Bachelor,Finance,Lead,25.5,15.5,2,10800.0,No,1.0,4,1,2.0,6.0,4,20,Travel_Frequently,0
23,Female,Bachelor,Finance,Senior,0.8,0.7,2,5200.0,Yes,2.0,2,3,2.0,1.0,4,8,Travel_Rarely,1
59,Male,PhD,Engineering,Mid,0.5,0.5,3,8400.0,Yes,1.0,4,3,1.0,2.0,3,10,Non-Travel,1
47,Male,Master,Sales,Mid,0.6,0.6,7,7600.0,No,,3,3,2.0,6.0,4,20,Travel_Frequently,0
36,Male,Bachelor,Engineering,Senior,4.3,1.5,5,9000.0,Yes,,1,2,3.0,3.0,3,1,Travel_Rarely,0
55,Male,Bachelor,Engineering,Mid,4.3,1.9,1,6100.0,No,1.0,2,2,,3.0,3,20,Travel_Rarely,0
32,Male,Bachelor,Marketing,Junior,7.5,4.8,4,4600.0,No,2.0,1,4,3.0,2.0,3,5,Travel_Rarely,0
24,Female,Bachelor,Marketing,Mid,5.6,3.4,7,,No,2.0,1,2,3.0,4.0,4,26,Travel_Frequently,1
27,Male,High School,Engineering,Lead,2.4,1.8,3,7800.0,Yes,3.0,3,3,4.0,5.0,3,15,Non-Travel,0
30,Male,Master,Finance,Senior,3.8,3.7,6,7200.0,No,3.0,2,2,4.0,2.0,4,8,Travel_Rarely,0
27,Male,PhD,Finance,Manager,4.7,1.8,1,11200.0,No,3.0,4,3,4.0,3.0,3,28,Travel_Rarely,0
30,Male,Master,Marketing,Senior,2.9,1.8,3,8200.0,No,3.0,2,4,3.0,3.0,4,10,Non-Travel,0
52,Female,Bachelor,Engineering,Manager,2.6,1.1,3,10900.0,No,3.0,1,4,2.0,0.0,4,6,Travel_Frequently,0
53,Male,Bachelor,Engineering,Junior,4.1,3.8,5,6400.0,No,2.0,4,2,3.0,1.0,4,15,Travel_Rarely,0
33,Male,High School,Engineering,Senior,3.3,3.2,4,6300.0,No,4.0,3,3,3.0,0.0,4,15,Travel_Rarely,1
29,Female,PhD,HR,Junior,4.1,2.6,1,7200.0,No,1.0,3,4,2.0,4.0,3,27,Non-Travel,0
29,Male,Bachelor,Engineering,Senior,3.8,1.4,3,7100.0,No,2.0,2,4,3.0,1.0,3,10,Travel_Rarely,0
49,Male,Master,Engineering,Mid,5.1,4.3,3,6100.0,No,3.0,1,2,1.0,2.0,3,21,Travel_Frequently,1
41,Male,Master,Sales,Mid,4.1,3.2,7,6900.0,Yes,3.0,3,4,2.0,2.0,3,19,Travel_Rarely,0
28,Female,Master,Finance,Lead,2.9,1.6,1,9200.0,No,4.0,3,2,3.0,4.0,4,4,Travel_Rarely,0
32,Female,High School,Sales,Lead,4.6,4.2,3,8200.0,No,1.0,1,3,2.0,5.0,2,22,Travel_Frequently,1
41,Female,Master,Sales,Junior,2.4,2.4,3,6300.0,Yes,3.0,3,1,2.0,3.0,4,6,Travel_Frequently,0
37,Male,Master,Engineering,Senior,1.1,0.8,3,6700.0,No,3.0,4,4,2.0,5.0,4,15,Travel_Rarely,1
25,Female,Bachelor,Engineering,Mid,0.0,0.0,2,6400.0,No,2.0,2,4,3.0,2.0,2,6,Travel_Rarely,0
27,Male,Bachelor,Finance,Mid,3.3,1.7,2,6200.0,Yes,2.0,4,2,,0.0,3,18,Travel_Rarely,0
43,Male,Bachelor,Engineering,Lead,3.6,2.6,4,8700.0,Yes,3.0,1,3,3.0,3.0,3,11,Non-Travel,0
47,Male,Bachelor,Engineering,Mid,14.3,8.7,5,6200.0,No,2.0,4,2,2.0,2.0,4,12,Travel_Rarely,0
24,Male,Master,HR,Manager,1.8,0.9,7,11200.0,No,1.0,4,1,2.0,3.0,2,8,Travel_Frequently,0
35,Male,Master,Sales,Junior,2.0,0.7,7,5900.0,No,2.0,2,3,2.0,5.0,3,24,Travel_Frequently,1
32,Female,Bachelor,Sales,Senior,0.9,0.4,1,7600.0,Yes,1.0,4,3,3.0,1.0,2,22,Travel_Frequently,0
39,Female,PhD,Operations,Senior,0.3,0.1,5,10700.0,Yes,2.0,3,1,2.0,2.0,2,14,Non-Travel,1
33,Male,Bachelor,Engineering,Junior,5.9,4.0,5,4800.0,No,2.0,2,3,4.0,2.0,3,4,Travel_Frequently,0
44,Male,Bachelor,Engineering,Mid,1.1,0.8,7,7000.0,No,2.0,3,3,3.0,3.0,4,18,Travel_Rarely,0
33,Male,Bachelor,Sales,Lead,3.8,2.8,2,7600.0,No,4.0,4,3,3.0,1.0,3,6,Non-Travel,0
34,Male,Bachelor,HR,Senior,4.7,2.7,4,7800.0,No,2.0,4,2,3.0,0.0,3,6,Travel_Rarely,0
46,Male,Bachelor,HR,Mid,2.5,1.5,5,6300.0,No,3.0,2,1,3.0,1.0,3,26,Travel_Frequently,0
40,Male,Master,HR,Mid,8.4,7.4,7,8400.0,No,4.0,3,3,4.0,0.0,3,19,Non-Travel,1
57,Female,Bachelor,Finance,Junior,2.3,1.5,5,6100.0,Yes,4.0,1,3,1.0,6.0,3,2,Travel_Frequently,1
29,Male,High School,Sales,Junior,1.3,1.3,3,3700.0,Yes,2.0,3,3,2.0,6.0,3,4,Travel_Frequently,1
50,Male,Bachelor,Engineering,Mid,9.1,5.5,1,6400.0,No,2.0,3,4,2.0,,3,24,Non-Travel,0
53,Male,Bachelor,Marketing,Junior,7.9,6.0,4,6000.0,Yes,3.0,2,2,4.0,5.0,3,5,Travel_Frequently,1
39,Male,Bachelor,Operations,Lead,0.7,0.2,7,8600.0,No,4.0,3,3,4.0,1.0,3,15,Travel_Frequently,0
27,Male,Master,Sales,Senior,0.1,0.1,1,7400.0,No,1.0,4,1,4.0,0.0,3,3,Non-Travel,0
39,Female,Bachelor,HR,Manager,0.4,0.4,2,10600.0,No,3.0,3,2,3.0,3.0,2,29,Non-Travel,0
40,Male,PhD,Sales,Senior,1.4,1.3,5,9500.0,No,4.0,4,3,4.0,0.0,4,16,Travel_Rarely,0
43,Female,Master,Sales,Manager,14.3,14.3,5,11300.0,No,3.0,2,3,1.0,4.0,3,13,Travel_Rarely,0
58,Male,Master,Engineering,Mid,3.3,1.6,6,8400.0,No,3.0,4,4,3.0,0.0,3,12,Travel_Rarely,0
53,Male,Master,Sales,Senior,1.9,1.3,1,8500.0,No,3.0,1,4,4.0,5.0,4,21,Travel_Rarely,0
24,Male,Bachelor,Finance,Manager,8.8,5.4,2,11300.0,No,2.0,3,1,3.0,6.0,3,9,Travel_Frequently,0
49,Female,Bachelor,HR,Senior,2.4,1.7,7,8000.0,No,3.0,4,3,2.0,1.0,1,11,Travel_Frequently,0
31,Male,Bachelor,Sales,Junior,1.5,0.6,6,5500.0,No,3.0,4,4,3.0,0.0,3,8,Travel_Rarely,0
56,Female,Master,Sales,Senior,11.3,10.2,6,8900.0,Yes,3.0,2,3,2.0,1.0,3,28,Travel_Rarely,0
50,Male,Bachelor,Marketing,Lead,7.6,7.1,3,8400.0,No,4.0,3,4,2.0,4.0,3,26,Travel_Rarely,0
36,Female,Bachelor,Sales,Senior,7.4,4.5,6,7800.0,No,3.0,3,1,3.0,0.0,4,7,Travel_Rarely,0
54,Male,High School,Finance,Senior,2.9,1.4,6,7800.0,No,1.0,2,4,2.0,0.0,3,4,Travel_Rarely,1
28,Female,Bachelor,Engineering,Senior,6.2,2.5,3,4600.0,Yes,3.0,3,3,,4.0,3,2,Non-Travel,1
33,Male,PhD,Finance,Manager,0.8,0.6,5,13700.0,Yes,3.0,3,3,3.0,5.0,3,28,Non-Travel,0
51,Female,PhD,Engineering,Junior,3.4,1.8,5,8600.0,No,3.0,3,3,3.0,0.0,4,25,Non-Travel,0
42,Male,Bachelor,Sales,Senior,16.5,15.5,4,,Yes,3.0,1,3,1.0,1.0,3,19,Travel_Frequently,1
52,Male,Bachelor,Engineering,Mid,1.4,1.1,6,7300.0,No,3.0,1,4,1.0,5.0,4,22,Non-Travel,1
45,Male,Bachelor,Sales,Senior,6.3,4.7,1,7900.0,No,3.0,4,2,4.0,2.0,3,29,Non-Travel,0
41,Female,Master,Engineering,Senior,2.7,1.9,5,8700.0,No,3.0,3,2,2.0,,2,23,Travel_Rarely,1
58,Male,Master,Finance,Junior,0.2,0.1,2,6700.0,Yes,4.0,3,4,3.0,6.0,3,12,Non-Travel,1
25,Female,PhD,Engineering,Junior,5.8,5.5,7,6800.0,Yes,2.0,3,2,4.0,2.0,4,3,Non-Travel,1
49,Male,High School,Sales,Senior,0.7,0.5,1,7500.0,No,2.0,2,3,3.0,6.0,3,19,Travel_Rarely,0
41,Male,Master,HR,Junior,4.0,4.0,4,7500.0,No,3.0,3,4,2.0,1.0,4,3,Travel_Rarely,0
45,Male,Bachelor,Finance,Junior,0.4,0.3,6,,No,4.0,2,4,3.0,6.0,3,19,Non-Travel,1
53,Female,Bachelor,Operations,Lead,11.7,9.3,3,9500.0,No,1.0,4,4,3.0,0.0,4,19,Travel_Rarely,0
57,Female,PhD,Finance,Mid,1.4,0.5,4,8300.0,No,2.0,4,4,4.0,1.0,4,7,Travel_Rarely,0
55,Female,Bachelor,HR,Mid,1.0,0.7,1,7000.0,Yes,4.0,4,4,3.0,4.0,3,29,Travel_Rarely,1
57,Male,Bachelor,Finance,Manager,0.6,0.5,3,12000.0,No,4.0,3,4,1.0,1.0,4,14,Travel_Rarely,0
23,Female,Master,Operations,Junior,11.7,9.9,2,5100.0,Yes,4.0,3,3,2.0,2.0,4,21,Non-Travel,0
36,Female,Bachelor,Marketing,Mid,5.0,4.2,3,5700.0,Yes,2.0,4,3,3.0,6.0,3,4,Travel_Rarely,0
55,Male,High School,Engineering,Senior,5.4,2.5,3,6800.0,No,4.0,3,4,3.0,5.0,4,6,Travel_Rarely,0
57,Female,Master,Engineering,Senior,2.8,2.8,2,8100.0,No,,3,2,3.0,6.0,2,14,Travel_Frequently,0
27,Female,Bachelor,Engineering,Lead,2.6,2.6,5,7200.0,No,3.0,3,1,1.0,3.0,4,8,Travel_Frequently,0
33,Female,High School,HR,Lead,0.5,0.2,5,8100.0,No,2.0,3,4,4.0,4.0,3,18,Travel_Rarely,0
24,Female,Bachelor,Marketing,Senior,3.3,3.2,3,,Yes,3.0,3,4,3.0,0.0,3,28,Travel_Rarely,0
39,Male,Bachelor,HR,Junior,1.1,0.6,7,4800.0,No,2.0,3,3,4.0,6.0,4,15,Travel_Rarely,0
42,Male,Bachelor,Sales,Junior,15.1,11.8,3,7300.0,No,2.0,3,2,3.0,5.0,3,19,Travel_Frequently,0
36,Female,Bachelor,Marketing,Mid,6.4,3.4,4,5400.0,Yes,3.0,4,3,3.0,1.0,3,18,Travel_Frequently,1
54,Male,Master,Marketing,Junior,2.1,2.1,7,7700.0,No,2.0,3,3,3.0,4.0,3,15,Travel_Rarely,1
56,Female,Bachelor,Engineering,Senior,0.7,0.3,5,8400.0,No,2.0,4,3,3.0,2.0,4,23,Non-Travel,0
47,Female,Bachelor,Finance,Senior,6.2,4.0,2,7800.0,No,3.0,1,3,3.0,6.0,3,12,Travel_Rarely,0
29,Female,Bachelor,Engineering,Junior,0.5,0.3,6,,No,3.0,4,2,3.0,0.0,2,18,Non-Travel,0
57,Female,PhD,Operations,Lead,0.8,0.4,6,12400.0,No,2.0,2,3,2.0,1.0,3,5,Travel_Frequently,1
51,Male,PhD,Marketing,Junior,1.0,0.8,3,8300.0,No,3.0,3,4,3.0,6.0,3,27,Non-Travel,1
44,Male,Bachelor,HR,Mid,3.3,1.3,3,7100.0,No,3.0,4,4,2.0,5.0,3,15,Non-Travel,0
35,Male,Bachelor,Finance,Senior,6.2,5.0,6,8000.0,No,3.0,3,1,4.0,1.0,3,26,Travel_Frequently,0
35,Male,Bachelor,Operations,Mid,1.5,1.5,4,7300.0,No,3.0,2,3,1.0,0.0,3,9,Non-Travel,0
23,Male,Bachelor,HR,Mid,0.4,0.3,4,4600.0,No,3.0,2,1,,5.0,4,8,Non-Travel,1
58,Male,PhD,Engineering,Junior,2.5,2.3,4,7800.0,Yes,1.0,4,4,1.0,3.0,4,8,Travel_Rarely,0
26,Female,Master,Marketing,Mid,5.5,3.0,1,6000.0,No,2.0,1,2,2.0,3.0,4,3,Travel_Rarely,0
59,Female,Bachelor,Engineering,Senior,1.0,0.5,2,7600.0,No,3.0,1,4,1.0,,4,13,Travel_Rarely,1
35,Male,Bachelor,Engineering,Lead,1.0,0.7,1,9300.0,Yes,4.0,3,4,1.0,6.0,3,13,Travel_Rarely,1
46,Male,Bachelor,Operations,Mid,11.8,3.9,3,5700.0,No,1.0,3,3,2.0,1.0,3,12,Non-Travel,0
41,Female,Master,Marketing,Mid,12.3,11.8,4,6900.0,Yes,3.0,3,3,1.0,4.0,4,15,Travel_Rarely,1
23,Male,Bachelor,Engineering,Senior,18.6,7.5,4,5100.0,Yes,4.0,3,4,4.0,0.0,3,14,Travel_Rarely,0
27,Male,High School,Sales,Manager,6.6,6.2,6,9900.0,No,4.0,4,2,1.0,5.0,2,1,Travel_Frequently,0
38,Male,PhD,Engineering,Junior,0.8,0.3,6,7300.0,No,1.0,4,2,4.0,4.0,3,2,Travel_Rarely,0
46,Female,Bachelor,Engineering,Mid,1.0,0.9,7,7200.0,No,3.0,4,2,4.0,6.0,3,23,Travel_Rarely,0
49,Male,Master,Sales,Senior,1.7,0.7,4,9300.0,Yes,1.0,2,3,2.0,1.0,2,4,Travel_Rarely,1
23,Female,High School,Marketing,Senior,1.5,0.5,5,4600.0,No,3.0,3,3,1.0,6.0,3,13,Non-Travel,0
56,Male,Master,Engineering,Junior,12.5,10.0,6,7400.0,Yes,2.0,3,4,1.0,3.0,4,10,Non-Travel,1
58,Male,Bachelor,Engineering,Senior,6.2,3.1,2,7300.0,No,3.0,3,2,,3.0,3,21,Travel_Rarely,0
26,Male,Bachelor,Engineering,Junior,5.1,4.1,1,4900.0,No,4.0,2,4,3.0,0.0,3,13,Non-Travel,0
22,Male,PhD,Operations,Mid,0.8,0.6,2,6800.0,No,4.0,3,1,2.0,2.0,3,1,Travel_Rarely,1
33,Female,Master,Engineering,Mid,9.6,3.6,6,8300.0,Yes,4.0,4,3,2.0,4.0,4,11,Non-Travel,0
57,Female,Master,Sales,Lead,7.0,6.7,4,12500.0,No,2.0,3,2,3.0,0.0,3,18,Travel_Frequently,0
44,Female,High School,Sales,Mid,0.7,0.4,3,5700.0,No,2.0,3,4,2.0,3.0,3,9,Travel_Frequently,0
52,Male,High School,Finance,Junior,8.2,6.7,5,5700.0,Yes,3.0,3,1,4.0,,3,6,Travel_Rarely,0
32,Female,High School,Finance,Junior,1.3,0.8,6,2800.0,Yes,3.0,3,4,3.0,1.0,3,23,Travel_Rarely,0
31,Female,Bachelor,Engineering,Lead,0.3,0.2,2,6700.0,No,1.0,3,2,2.0,1.0,2,13,Travel_Rarely,1
24,Female,Master,Engineering,Junior,4.3,2.2,3,6000.0,No,3.0,2,4,2.0,5.0,3,5,Travel_Frequently,0
35,Male,Master,Sales,Mid,4.2,1.8,6,6900.0,No,4.0,3,3,3.0,2.0,3,25,Non-Travel,0
37,Male,PhD,HR,Junior,0.4,0.3,4,7700.0,Yes,4.0,4,2,2.0,,3,10,Travel_Rarely,1
31,Male,Master,HR,Senior,1.5,0.9,7,7200.0,No,2.0,4,3,2.0,3.0,3,5,Travel_Rarely,0
50,Female,Bachelor,Sales,Mid,19.7,11.3,4,6900.0,No,3.0,3,2,2.0,2.0,3,22,Travel_Rarely,0
31,Male,PhD,Sales,Mid,4.5,3.5,4,5700.0,No,3.0,1,3,2.0,2.0,1,10,Non-Travel,1
33,Male,Master,Sales,Mid,5.2,4.1,4,6400.0,No,4.0,4,2,3.0,1.0,4,25,Non-Travel,0
51,Female,Bachelor,Sales,Lead,1.0,0.3,6,9400.0,No,3.0,2,4,2.0,5.0,4,5,Travel_Frequently,0
22,Female,Master,Finance,Mid,0.3,0.2,7,7700.0,No,4.0,1,3,3.0,4.0,3,20,Non-Travel,0
26,Female,Bachelor,Sales,Senior,1.3,0.8,5,6500.0,No,3.0,3,2,2.0,6.0,2,28,Travel_Rarely,0
41,Male,Bachelor,Engineering,Lead,1.1,0.4,5,,No,4.0,3,4,3.0,1.0,4,21,Travel_Rarely,0
29,Female,Bachelor,Sales,Lead,1.1,0.5,2,7400.0,Yes,3.0,4,2,3.0,5.0,4,11,Non-Travel,0
33,Male,Bachelor,Operations,Mid,0.9,0.3,6,6200.0,No,4.0,4,3,3.0,1.0,4,29,Travel_Rarely,0
22,Male,Master,Operations,Manager,3.4,3.4,7,10200.0,Yes,4.0,2,3,3.0,3.0,3,5,Travel_Frequently,0
41,Male,Master,Engineering,Junior,1.6,1.3,7,8100.0,No,2.0,2,4,2.0,5.0,3,5,Travel_Rarely,0
49,Male,Master,Engineering,Mid,6.9,2.5,4,7400.0,No,2.0,3,2,4.0,5.0,4,17,Travel_Rarely,0
58,Male,PhD,Sales,Lead,0.8,0.3,5,11300.0,No,4.0,4,3,3.0,3.0,3,21,Travel_Rarely,0
58,Female,Bachelor,HR,Junior,2.5,2.0,6,,Yes,1.0,2,3,2.0,5.0,3,5,Travel_Rarely,1
33,Male,Bachelor,Sales,Junior,0.1,0.1,3,5600.0,Yes,3.0,3,3,2.0,6.0,4,1,Travel_Rarely,1
58,Female,High School,Finance,Mid,2.6,2.2,5,6300.0,Yes,4.0,3,3,1.0,,4,13,Travel_Frequently,0
49,Male,Bachelor,HR,Senior,0.2,0.2,5,8100.0,Yes,4.0,4,2,3.0,0.0,4,4,Travel_Rarely,0
36,Male,High School,Operations,Mid,15.2,10.9,7,4700.0,No,2.0,2,3,2.0,2.0,3,8,Travel_Rarely,1
27,Male,PhD,Sales,Senior,6.3,2.7,2,8800.0,No,3.0,4,3,4.0,5.0,3,20,Travel_Rarely,0
41,Male,Master,Marketing,Lead,2.7,2.3,5,10000.0,Yes,3.0,3,3,2.0,2.0,2,23,Travel_Rarely,1
35,Female,High School,Marketing,Senior,0.4,0.4,3,6200.0,Yes,2.0,2,1,3.0,1.0,4,6,Non-Travel,0
23,Male,Bachelor,Sales,Junior,3.6,2.5,4,4400.0,No,4.0,2,2,3.0,1.0,3,15,Non-Travel,0
30,Male,Bachelor,Engineering,Manager,5.7,4.4,1,9500.0,No,3.0,1,3,4.0,5.0,2,15,Travel_Rarely,0
58,Male,Master,Sales,Junior,0.8,0.4,2,6300.0,No,4.0,3,3,2.0,5.0,4,21,Non-Travel,0
41,Male,Bachelor,Engineering,Junior,3.4,1.9,3,,Yes,1.0,4,1,4.0,5.0,3,16,Travel_Rarely,1
47,Female,High School,Engineering,Junior,6.7,5.5,2,5000.0,No,3.0,1,3,4.0,6.0,4,9,Travel_Frequently,0
50,Male,Bachelor,HR,Mid,5.8,5.5,6,7100.0,No,4.0,3,3,,6.0,3,29,Travel_Rarely,0
22,Female,Master,Engineering,Junior,6.5,4.8,4,5500.0,Yes,3.0,4,1,4.0,4.0,3,24,Non-Travel,1
56,Female,Master,Operations,Junior,8.5,7.2,5,7800.0,Yes,2.0,3,4,4.0,5.0,2,5,Travel_Rarely,1
27,Female,Master,Sales,Mid,11.1,4.7,6,5200.0,No,4.0,3,4,3.0,6.0,3,26,Non-Travel,0
58,Female,Bachelor,Operations,Mid,2.1,0.9,5,6200.0,No,4.0,3,1,4.0,2.0,1,23,Travel_Rarely,0
26,Male,Bachelor,Engineering,Senior,3.4,2.3,7,5900.0,Yes,3.0,2,2,3.0,1.0,3,16,Travel_Rarely,0
54,Female,PhD,Marketing,Lead,6.3,2.7,3,12200.0,No,3.0,3,3,3.0,1.0,3,27,Non-Travel,0
35,Female,Bachelor,Engineering,Senior,4.8,3.6,4,7400.0,Yes,1.0,2,2,3.0,6.0,3,25,Non-Travel,1
33,Male,PhD,Sales,Junior,21.6,10.9,1,6900.0,No,4.0,3,4,4.0,5.0,3,7,Non-Travel,0
41,Male,Master,Operations,Junior,0.1,0.1,1,6200.0,No,4.0,4,3,1.0,3.0,4,3,Non-Travel,0
45,Male,PhD,Engineering,Manager,1.8,1.6,5,13200.0,No,1.0,1,2,4.0,6.0,4,10,Non-Travel,1
55,Female,Master,Finance,Junior,1.3,0.8,6,6800.0,No,2.0,2,1,2.0,0.0,3,27,Travel_Frequently,1
46,Female,Bachelor,HR,Lead,1.2,0.5,7,9400.0,No,4.0,4,2,3.0,5.0,2,16,Travel_Rarely,0
50,Male,Master,HR,Junior,1.0,0.8,4,6800.0,Yes,1.0,2,2,1.0,4.0,4,21,Travel_Frequently,1
52,Male,High School,HR,Manager,4.9,4.9,4,11600.0,No,4.0,2,3,3.0,0.0,3,12,Travel_Rarely,0
44,Male,Bachelor,Marketing,Mid,0.4,0.3,3,5600.0,No,4.0,3,2,4.0,0.0,4,9,Travel_Rarely,1
59,Male,High School,Sales,Mid,5.4,1.8,6,6500.0,No,4.0,4,3,3.0,5.0,3,16,Non-Travel,0
41,Female,Master,Finance,Senior,4.7,1.5,1,7600.0,No,3.0,2,2,3.0,4.0,3,9,Non-Travel,0
44,Male,Bachelor,Operations,Senior,1.2,0.6,3,8800.0,No,3.0,4,4,2.0,6.0,4,24,Travel_Rarely,0
37,Male,Bachelor,Sales,Mid,1.2,0.5,2,6100.0,No,1.0,3,2,4.0,2.0,3,29,Travel_Frequently,1
29,Female,High School,Sales,Mid,4.0,3.5,4,4300.0,Yes,3.0,3,2,4.0,5.0,1,22,Non-Travel,1
42,Female,Bachelor,Finance,Senior,5.7,5.1,1,6700.0,No,3.0,3,1,3.0,1.0,3,23,Travel_Rarely,0
22,Male,High School,Engineering,Junior,8.4,4.0,3,4500.0,No,3.0,1,4,2.0,4.0,1,7,Non-Travel,0
29,Female,High School,Engineering,Junior,7.6,4.0,5,3000.0,No,2.0,1,3,3.0,1.0,4,11,Travel_Rarely,1
50,Male,Bachelor,Sales,Mid,13.4,6.2,2,6600.0,No,,2,2,3.0,6.0,3,17,Travel_Rarely,0
53,Male,Bachelor,HR,Junior,3.5,3.3,3,5500.0,No,2.0,1,2,2.0,6.0,2,24,Travel_Rarely,1
59,Male,Master,Sales,Senior,9.6,6.3,5,9100.0,No,4.0,4,4,4.0,6.0,4,22,Non-Travel,0
26,Male,Bachelor,HR,Junior,6.6,5.0,1,4900.0,No,3.0,3,4,4.0,5.0,3,23,Non-Travel,0
43,Male,PhD,Marketing,Mid,9.0,5.3,1,8300.0,No,2.0,3,3,2.0,6.0,2,10,Travel_Rarely,0
55,Female,Bachelor,Engineering,Junior,0.0,0.0,2,6000.0,No,3.0,4,3,4.0,5.0,3,15,Travel_Frequently,0
22,Female,Master,HR,Mid,13.5,7.7,5,6400.0,No,1.0,4,3,1.0,3.0,4,10,Travel_Rarely,0
47,Female,PhD,Operations,Junior,2.6,1.4,4,9200.0,Yes,4.0,4,1,3.0,0.0,3,27,Travel_Rarely,1
